# Time (s),Position East of launch (ft),Position North of launch (ft),Vertical acceleration (ft/s²),Lateral acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
35.607,3426.942,-3494.216,-32.283,0.367,0.172,1.111e-7,0.015,-0.001,-45.063,305.9
35.657,3430.653,-3498.058,-32.205,0.43,0.63,1.111e-7,0.015,8.976e-5,-45.087,305.8
35.707,3434.36,-3501.896,-32.149,0.469,0.917,1.111e-7,0.015,1.592e-4,-45.11,305.8
35.757,3438.068,-3505.735,-32.146,0.456,0.917,1.111e-7,0.016,1.592e-4,-45.132,305.7
35.807,3441.772,-3509.573,-32.096,0.489,1.203,1.111e-7,0.016,3.183e-4,-45.155,305.6
35.857,3445.479,-3513.409,-32.034,0.535,1.547,1.111e-7,0.016,3.183e-4,-45.177,305.6
35.907,3449.183,-3517.247,-31.936,0.61,2.063,1.111e-7,0.017,3.183e-4,-45.198,305.5
35.957,3452.884,-3521.083,-31.916,0.617,2.177,1.111e-7,0.018,3.183e-4,-45.22,305.5
36.007,3456.588,-3524.915,-31.883,0.633,2.349,1.111e-7,0.018,3.183e-4,-45.242,305.4
36.057,3460.289,-3528.75,-31.818,0.676,2.693,1.111e-7,0.019,3.183e-4,-45.261,305.4
36.107,3463.99,-3532.582,-31.808,0.673,2.75,1.111e-7,0.02,3.183e-4,-45.281,305.3
36.157,3467.687,-3536.411,-31.788,0.676,2.865,1.111e-7,0.021,3.183e-4,-45.301,305.3
36.207,3471.385,-3540.243,-31.739,0.702,3.094,1.111e-7,0.022,4.775e-4,-45.321,305.2
36.257,3475.082,-3544.072,-31.69,0.728,3.323,1.111e-7,0.023,4.775e-4,-45.339,305.2
36.307,3478.776,-3547.897,-31.631,0.764,3.61,1.111e-7,0.024,4.775e-4,-45.357,305.1
36.357,3482.47,-3551.722,-31.604,0.771,3.724,1.111e-7,0.025,4.775e-4,-45.375,305.1
36.407,3486.161,-3555.548,-31.598,0.761,3.782,1.111e-7,0.026,4.775e-4,-45.393,305
36.457,3489.852,-3559.37,-31.585,0.758,3.839,1.111e-7,0.027,4.775e-4,-45.411,305
36.507,3493.543,-3563.192,-31.601,0.732,3.782,1.111e-7,0.028,4.775e-4,-45.427,304.9
36.557,3497.231,-3567.011,-31.611,0.709,3.724,1.111e-7,0.029,3.183e-4,-45.443,304.9
36.607,3500.919,-3570.83,-31.614,0.692,3.724,1.111e-7,0.03,3.183e-4,-45.459,304.8
36.657,3504.603,-3574.649,-31.572,0.709,3.896,1.111e-7,0.031,3.183e-4,-45.476,304.8
36.707,3508.287,-3578.465,-31.539,0.722,4.068,1.111e-7,0.032,4.775e-4,-45.49,304.7
36.757,3511.972,-3582.28,-31.552,0.699,4.011,1.111e-7,0.033,3.183e-4,-45.506,304.7
36.807,3515.653,-3586.096,-31.552,0.686,4.011,1.111e-7,0.034,3.183e-4,-45.521,304.7
36.857,3519.334,-3589.908,-31.516,0.696,4.125,1.111e-7,0.035,4.775e-4,-45.535,304.6
36.907,3523.012,-3593.72,-31.483,0.705,4.24,1.111e-7,0.036,4.775e-4,-45.548,304.6
36.957,3526.69,-3597.53,-31.444,0.719,4.412,1.111e-7,0.038,4.775e-4,-45.562,304.6
37.007,3530.367,-3601.339,-31.46,0.692,4.297,1.111e-7,0.039,4.775e-4,-45.575,304.5
37.057,3534.042,-3605.148,-31.476,0.669,4.24,1.111e-7,0.04,4.775e-4,-45.587,304.5
37.107,3537.717,-3608.953,-31.483,0.653,4.125,1.111e-7,0.041,4.775e-4,-45.598,304.5
37.157,3541.391,-3612.759,-31.535,0.61,3.896,1.111e-7,0.042,3.183e-4,-45.611,304.4
37.207,3545.062,-3616.565,-31.588,0.568,3.61,1.111e-7,0.042,3.183e-4,-45.621,304.4
37.257,3548.734,-3620.371,-31.594,0.554,3.552,1.111e-7,0.043,3.183e-4,-45.632,304.4
37.307,3552.405,-3624.173,-31.627,0.525,3.38,1.111e-7,0.044,3.183e-4,-45.643,304.3
37.357,3556.073,-3627.972,-31.644,0.505,3.266,1.111e-7,0.045,3.183e-4,-45.654,304.3
37.407,3559.744,-3631.775,-31.657,0.492,3.151,1.111e-7,0.046,3.183e-4,-45.663,304.3
37.457,3563.409,-3635.574,-31.667,0.479,3.037,1.111e-7,0.046,3.183e-4,-45.672,304.3
37.507,3567.077,-3639.373,-31.693,0.459,2.922,1.111e-7,0.047,1.592e-4,-45.681,304.2
37.557,3570.741,-3643.173,-31.706,0.446,2.75,1.111e-7,0.047,1.592e-4,-45.69,304.2
37.607,3574.406,-3646.969,-31.726,0.43,2.636,1.111e-7,0.048,1.592e-4,-45.697,304.2
37.657,3578.071,-3650.768,-31.759,0.41,2.406,1.111e-7,0.049,1.082e-4,-45.706,304.2
37.707,3581.736,-3654.564,-31.775,0.4,2.292,1.111e-7,0.049,1.16e-4,-45.713,304.2
37.757,3585.4,-3658.356,-31.798,0.387,2.12,1.111e-7,0.049,7.891e-5,-45.72,304.1
37.807,3589.062,-3662.152,-31.818,0.377,1.948,1.111e-7,0.05,6.191e-5,-45.726,304.1
37.857,3592.723,-3665.948,-31.857,0.354,1.719,1.111e-7,0.05,-1.592e-4,-45.733,304.1
37.907,3596.385,-3669.741,-31.89,0.341,1.49,1.111e-7,0.05,-4.775e-4,-45.738,304.1
37.957,3600.043,-3673.533,-31.913,0.331,1.261,1.111e-7,0.05,-6.366e-4,-45.744,304.1
38.007,3603.704,-3677.326,-31.942,0.322,1.089,1.111e-7,0.051,-9.549e-4,-45.749,304.1
38.057,3607.362,-3681.115,-31.975,0.305,0.802,1.111e-7,0.051,-0.002,-45.753,304
38.107,3611.02,-3684.908,-31.988,0.305,0.688,1.111e-7,0.051,-0.002,-45.756,304
38.157,3614.678,-3688.698,-32.005,0.302,0.573,1.111e-7,0.051,-0.002,-45.76,304
38.207,3618.337,-3692.487,-32.031,0.292,0.344,1.111e-7,0.05,-0.006,-45.764,304
38.257,3621.995,-3696.276,-32.054,0.289,0.172,1.111e-7,0.048,-0.015,-45.767,304
38.307,3625.65,-3700.066,-32.067,0.289,0.042,1.111e-7,0.009,-0.05,-45.769,304
38.357,3629.308,-3703.855,-32.08,0.292,0.115,1.111e-7,-0.049,-0.014,-45.773,304
38.407,3632.963,-3707.644,-32.103,0.285,0.344,1.111e-7,-0.05,-0.008,-45.773,304
38.457,3636.617,-3711.43,-32.119,0.282,0.516,1.111e-7,-0.05,-0.006,-45.774,304
38.507,3640.272,-3715.217,-32.136,0.285,0.63,1.111e-7,-0.05,-0.004,-45.776,304
38.557,3643.927,-3719.003,-32.152,0.289,0.745,1.111e-7,-0.049,-0.003,-45.776,304
38.607,3647.582,-3722.789,-32.165,0.292,0.917,1.111e-7,-0.049,-0.003,-45.776,304
38.657,3651.234,-3726.575,-32.182,0.295,1.031,1.111e-7,-0.049,-0.002,-45.776,304
38.707,3654.885,-3730.358,-32.195,0.295,1.146,1.111e-7,-0.049,-0.002,-45.774,304
38.757,3658.54,-3734.144,-32.205,0.299,1.261,1.111e-7,-0.048,-0.002,-45.774,304
38.807,3662.192,-3737.927,-32.215,0.302,1.375,1.111e-7,-0.048,-0.002,-45.773,304
38.857,3665.843,-3741.709,-32.231,0.308,1.49,1.111e-7,-0.047,-0.002,-45.771,304
38.907,3669.491,-3745.492,-32.244,0.315,1.604,1.111e-7,-0.047,-0.002,-45.769,304
38.957,3673.143,-3749.275,-32.241,0.312,1.604,1.111e-7,-0.046,-0.002,-45.765,304
39.007,3676.791,-3753.054,-32.238,0.312,1.662,1.111e-7,-0.046,-0.002,-45.762,304
39.057,3680.44,-3756.837,-32.241,0.318,1.719,1.111e-7,-0.045,-0.002,-45.758,304
39.107,3684.091,-3760.617,-32.234,0.315,1.719,1.111e-7,-0.045,-0.002,-45.755,304
39.157,3687.736,-3764.396,-32.228,0.315,1.719,1.111e-7,-0.044,-0.002,-45.751,304
39.207,3691.385,-3768.176,-32.251,0.331,1.833,1.111e-7,-0.044,-0.002,-45.746,304.1
39.257,3695.033,-3771.952,-32.267,0.344,1.948,1.111e-7,-0.043,-0.001,-45.74,304.1
39.307,3698.678,-3775.732,-32.274,0.351,2.005,1.111e-7,-0.043,-0.001,-45.735,304.1
39.357,3702.323,-3779.508,-32.277,0.358,2.063,1.111e-7,-0.042,-9.549e-4,-45.729,304.1
39.407,3705.971,-3783.284,-32.283,0.367,2.12,1.111e-7,-0.042,-7.958e-4,-45.722,304.1
39.457,3709.613,-3787.06,-32.283,0.374,2.12,1.111e-7,-0.041,-7.958e-4,-45.715,304.1
39.507,3713.258,-3790.837,-32.29,0.384,2.177,1.111e-7,-0.04,-6.366e-4,-45.708,304.2
39.557,3716.9,-3794.61,-32.28,0.384,2.177,1.111e-7,-0.04,-6.366e-4,-45.701,304.2
39.607,3720.545,-3798.383,-25.148,25.561,2.12,1.111e-7,-0.039,-6.366e-4,-45.693,304.2
39.698,3727.136,-3805.21,-24.754,24.76,0.802,1.111e-7,-0.039,-0.001,-45.677,304.2
39.792,3733.73,-3812.047,-24.295,24.459,0.401,1.111e-7,0.039,-6.366e-4,-45.661,304.3
39.887,3740.279,-3818.832,-23.97,23.33,1.891,1.111e-7,0.039,-7.76e-5,-45.641,304.3
39.985,3746.867,-3825.659,-23.573,22.69,3.266,1.111e-7,0.039,7.832e-5,-45.621,304.4
40.086,3753.445,-3832.477,-23.153,22.182,4.641,1.111e-7,0.039,1.585e-4,-45.6,304.5
40.188,3759.997,-3839.268,-22.795,21.385,6.188,1.111e-7,0.039,1.592e-4,-45.576,304.5
40.293,3766.552,-3846.063,-22.464,20.486,7.85,1.111e-7,0.039,1.535e-4,-45.551,304.6
40.401,3773.12,-3852.877,-22.096,19.77,9.511,1.111e-7,0.039,1.589e-4,-45.524,304.7
40.512,3779.688,-3859.688,-21.634,19.478,10.943,1.111e-7,0.039,1.592e-4,-45.495,304.7
40.624,3786.207,-3866.45,-21.283,18.737,12.662,1.111e-7,0.039,1.592e-4,-45.463,304.8
40.74,3792.723,-3873.209,-20.85,18.31,14.267,1.111e-7,0.039,1.592e-4,-45.431,304.9
40.858,3799.203,-3879.934,-20.42,17.864,15.871,1.111e-7,0.039,1.592e-4,-45.395,305
40.979,3805.65,-3886.621,-20.052,17.178,17.704,1.111e-7,0.039,1.592e-4,-45.357,305.1
41.103,3812.087,-3893.304,-19.475,17.215,18.908,1.111e-7,0.039,1.592e-4,-45.315,305.2
41.23,3818.438,-3899.895,-19.078,16.621,20.741,1.111e-7,0.039,1.592e-4,-45.272,305.3
41.359,3824.767,-3906.467,-18.602,16.27,22.345,1.111e-7,0.039,1.592e-4,-45.227,305.5
41.492,3831.047,-3912.986,-18.136,15.86,24.064,1.111e-7,0.039,1.592e-4,-45.179,305.6
41.628,3837.283,-3919.465,-17.799,15.036,26.241,1.111e-7,0.039,1.592e-4,-45.128,305.7
41.769,3843.524,-3925.948,-17.274,14.734,27.846,1.111e-7,0.039,1.592e-4,-45.072,305.9
41.914,3849.711,-3932.379,-16.644,14.715,29.106,1.111e-7,0.039,1.592e-4,-45.015,306
42.061,3855.817,-3938.724,-16.198,14.134,31.054,1.111e-7,0.039,1.592e-4,-44.954,306.2
42.214,3861.893,-3945.043,-15.722,13.599,33.002,1.111e-7,0.039,1.592e-4,-44.889,306.4
42.372,3867.946,-3951.335,-15.062,13.54,34.206,1.111e-7,0.039,1.592e-4,-44.819,306.6
42.534,3873.911,-3957.543,-14.452,13.307,35.695,1.111e-7,0.039,3.183e-4,-44.747,306.8
42.701,3879.803,-3963.675,-13.898,12.9,37.357,1.111e-7,0.039,1.592e-4,-44.667,307
42.874,3885.64,-3969.751,-13.307,12.543,39.018,1.111e-7,0.039,1.592e-4,-44.586,307.2
43.053,3891.414,-3975.764,-12.648,12.343,40.336,1.111e-7,0.039,3.183e-4,-44.498,307.5
43.239,3897.093,-3981.683,-12.133,11.696,42.342,1.111e-7,0.039,1.592e-4,-44.406,307.7
43.433,3902.74,-3987.569,-11.444,11.476,43.659,1.111e-7,0.039,3.183e-4,-44.306,308
43.636,3908.287,-3993.36,-10.84,10.981,45.436,1.111e-7,0.039,1.592e-4,-44.199,308.3
43.848,3913.77,-3999.081,-10.279,10.285,47.498,1.111e-7,0.039,1.592e-4,-44.086,308.6
44.074,3919.222,-4004.777,-9.567,9.957,48.873,1.111e-7,0.039,1.592e-4,-43.964,309
44.312,3924.577,-4010.377,-8.675,10.161,49.274,1.111e-7,0.039,3.183e-4,-43.83,309.4
44.557,3929.698,-4015.735,-8.133,9.341,51.452,1.111e-7,0.039,3.183e-4,-43.69,309.8
44.822,3934.76,-4021.04,-7.48,8.737,53.228,1.111e-7,0.039,1.592e-4,-43.537,310.2
45.107,3939.721,-4026.247,-6.788,8.182,54.832,1.111e-7,0.039,1.592e-4,-43.368,310.7
45.416,3944.551,-4031.322,-6.056,7.703,56.264,1.111e-7,0.039,1.592e-4,-43.182,311.2
45.751,3949.196,-4036.214,-5.151,7.927,56.379,1.111e-7,0.039,3.183e-4,-42.977,311.8
46.098,3953.366,-4040.62,-4.449,7.661,57.296,1.111e-7,0.039,3.183e-4,-42.761,312.4
46.468,3957.096,-4044.583,-3.973,6.535,59.702,1.111e-7,0.039,3.183e-4,-42.529,313
46.897,3960.574,-4048.301,-3.386,5.554,61.822,1.111e-7,0.039,3.183e-4,-42.255,313.8
47.397,3963.655,-4051.631,-2.641,5.246,62.682,1.111e-7,0.039,3.183e-4,-41.931,314.7
47.897,3965.801,-4053.993,-2.067,4.777,63.713,1.111e-7,0.039,3.183e-4,-41.604,315.7
48.397,3967.073,-4055.453,-1.49,5.089,63.312,1.111e-7,0.039,3.183e-4,-41.274,316.6
48.897,3967.49,-4056.027,-1.165,4.564,64.343,1.111e-7,0.039,3.183e-4,-40.941,317.5
49.397,3967.06,-4055.738,-0.968,3.484,66.406,1.111e-7,0.039,3.183e-4,-40.607,318.5
49.897,3965.935,-4054.728,-0.771,2.49,68.239,1.111e-7,0.039,3.183e-4,-40.272,319.4
50.397,3964.285,-4053.182,-0.538,2.306,68.583,1.111e-7,0.039,3.183e-4,-39.935,320.4
50.897,3962.224,-4051.204,-0.384,1.654,69.786,1.111e-7,0.039,3.183e-4,-39.597,321.3
51.397,3959.816,-4048.868,-0.184,2.306,68.64,1.111e-7,0.039,3.183e-4,-39.258,322.3
51.897,3957.067,-4046.175,-0.102,1.893,69.385,1.111e-7,0.039,3.183e-4,-38.92,323.2
52.397,3953.95,-4043.107,-0.026,1.568,69.958,1.111e-7,0.039,3.183e-4,-38.582,324.2
52.897,3950.535,-4039.728,0.039,1.339,70.417,1.111e-7,0.039,3.183e-4,-38.243,325.2
53.397,3946.867,-4036.086,0.089,1.138,70.76,1.111e-7,0.039,3.183e-4,-37.905,326.1
53.897,3942.982,-4032.221,0.184,2.057,69.156,1.111e-7,0.039,3.183e-4,-37.566,327.1
54.397,3938.816,-4028.071,0.177,1.499,70.13,1.111e-7,0.039,3.183e-4,-37.228,328
54.897,3934.341,-4023.606,0.203,1.512,70.073,1.111e-7,0.039,3.183e-4,-36.89,329
55.397,3929.603,-4018.868,0.197,0.807,71.333,1.111e-7,0.039,3.183e-4,-36.551,330
55.897,3924.662,-4013.924,0.213,0.272,72.307,1.111e-7,0.039,3.183e-4,-36.215,331
56.397,3919.626,-4008.885,0.233,0.236,72.365,1.111e-7,0.039,3.183e-4,-35.876,332
56.897,3914.547,-4003.796,0.249,0.213,72.422,1.111e-7,0.039,3.183e-4,-35.54,333
57.397,3909.429,-3998.668,0.259,0.272,73.281,1.111e-7,0.039,3.183e-4,-35.203,334
57.897,3904.321,-3993.543,0.269,0.105,72.594,1.111e-7,0.039,3.183e-4,-34.866,335
58.397,3899.226,-3988.432,0.282,0.778,71.391,1.111e-7,0.039,3.183e-4,-34.53,336
58.897,3894.055,-3983.241,0.276,0.121,72.594,1.111e-7,0.039,3.183e-4,-34.195,337
59.397,3888.806,-3977.969,0.282,0.476,71.963,1.111e-7,0.039,3.183e-4,-33.858,338
59.897,3883.504,-3972.644,0.279,0.059,72.651,1.111e-7,0.039,3.183e-4,-33.524,339
60.397,3878.156,-3967.274,0.282,0.308,72.25,1.111e-7,0.039,3.183e-4,-33.189,340
60.897,3872.776,-3961.867,0.285,0.479,71.906,1.111e-7,0.039,3.183e-4,-32.854,341
61.397,3867.326,-3956.391,0.295,0.968,71.047,1.111e-7,0.039,3.183e-4,-32.521,342
61.897,3861.749,-3950.787,0.308,1.421,70.245,1.111e-7,0.039,3.183e-4,-32.186,343
62.397,3855.961,-3944.974,0.272,0.358,72.135,1.111e-7,0.039,3.183e-4,-31.853,344
62.897,3850.02,-3938.999,0.272,0.118,72.594,1.111e-7,0.039,3.183e-4,-31.52,345
63.397,3844.032,-3932.986,0.276,0.351,72.135,1.111e-7,0.039,3.183e-4,-31.187,346
63.897,3838.005,-3926.929,0.272,0.161,73.052,1.111e-7,0.039,3.183e-4,-30.856,346.9
64.397,3831.962,-3920.853,0.272,0.039,72.823,1.111e-7,0.039,3.183e-4,-30.523,347.9
64.897,3825.938,-3914.797,0.276,0.423,73.51,1.111e-7,0.039,3.183e-4,-30.192,348.9
65.397,3819.954,-3908.783,0.272,0.01,72.766,1.111e-7,0.039,3.183e-4,-29.861,349.9
65.897,3814.006,-3902.805,0.289,1.053,74.656,1.111e-7,0.039,1.592e-4,-29.529,350.9
66.397,3808.153,-3896.916,0.266,0.066,72.88,1.111e-7,0.039,3.183e-4,-29.2,351.9
66.897,3802.395,-3891.129,0.266,0.331,73.396,1.111e-7,0.039,3.183e-4,-28.869,352.9
67.397,3796.673,-3885.374,0.269,0.594,71.734,1.111e-7,0.039,3.183e-4,-28.539,353.8
67.897,3790.928,-3879.6,0.266,0.223,72.365,1.111e-7,0.039,3.183e-4,-28.21,354.9
68.397,3785.112,-3873.75,0.269,0.079,72.938,1.111e-7,0.039,3.183e-4,-27.881,355.9
68.897,3779.285,-3867.887,0.272,0.338,73.396,1.111e-7,0.039,3.183e-4,-27.551,356.9
69.397,3773.491,-3862.064,0.276,0.42,72.021,1.111e-7,0.039,3.183e-4,-27.224,358
69.897,3767.694,-3856.23,0.295,1.155,70.76,1.111e-7,0.039,3.183e-4,-26.896,359
70.397,3761.755,-3850.259,0.269,0.381,73.453,1.111e-7,0.039,3.183e-4,-26.568,360
70.897,3755.748,-3844.219,0.279,0.843,74.255,1.111e-7,0.039,1.592e-4,-26.241,361.1
71.397,3749.849,-3838.287,0.266,0.19,72.422,1.111e-7,0.039,3.183e-4,-25.913,362.1
71.897,3744.006,-3832.415,0.266,0.138,72.536,1.111e-7,0.039,3.183e-4,-25.586,363.1
72.397,3738.136,-3826.512,0.269,0.207,72.422,1.111e-7,0.039,3.183e-4,-25.26,364.1
72.897,3732.234,-3820.577,0.269,0.338,72.193,1.111e-7,0.039,3.183e-4,-24.934,365.2
73.397,3726.286,-3814.596,0.266,0.131,72.536,1.111e-7,0.039,3.183e-4,-24.608,366.2
73.897,3720.295,-3808.573,0.272,0.623,71.677,1.111e-7,0.039,3.183e-4,-24.282,367.2
74.397,3714.239,-3802.484,0.262,0.089,72.594,1.111e-7,0.039,3.183e-4,-23.958,368.2
74.897,3708.117,-3796.329,0.262,0.276,73.281,1.111e-7,0.039,3.183e-4,-23.633,369.2
75.397,3702.014,-3790.194,0.266,0.522,73.682,1.111e-7,0.039,3.183e-4,-23.309,370.3
75.897,3695.981,-3784.127,0.259,0.351,73.396,1.111e-7,0.039,3.183e-4,-22.985,371.3
76.397,3690.023,-3778.14,0.259,0.226,73.167,1.111e-7,0.039,3.183e-4,-22.661,372.3
76.897,3684.117,-3772.201,0.259,0.338,72.193,1.111e-7,0.039,3.183e-4,-22.337,373.3
77.397,3678.202,-3766.253,0.256,0.243,73.224,1.111e-7,0.039,3.183e-4,-22.014,374.3
77.897,3672.28,-3760.295,0.256,0.207,72.422,1.111e-7,0.039,3.183e-4,-21.69,375.3
78.397,3666.358,-3754.344,0.253,0.089,72.651,1.111e-7,0.039,3.183e-4,-21.368,376.4
78.897,3660.41,-3748.363,0.253,0.207,73.167,1.111e-7,0.039,3.183e-4,-21.046,377.4
79.397,3654.475,-3742.395,0.259,0.679,73.969,1.111e-7,0.039,3.183e-4,-20.726,378.4
79.897,3648.615,-3736.506,0.272,1.24,75,1.111e-7,0.039,1.592e-4,-20.403,379.4
80.397,3642.927,-3730.784,0.243,0.128,72.995,1.111e-7,0.039,3.183e-4,-20.083,380.4
80.897,3637.359,-3725.184,0.259,0.794,71.391,1.111e-7,0.039,3.183e-4,-19.761,381.5
81.397,3631.729,-3719.524,0.259,0.827,71.333,1.111e-7,0.039,3.183e-4,-19.44,382.5
81.897,3625.958,-3713.72,0.249,0.135,72.995,1.111e-7,0.039,3.183e-4,-19.12,383.6
82.397,3620.128,-3707.858,0.249,0.171,73.109,1.111e-7,0.039,3.183e-4,-18.801,384.7
82.897,3614.321,-3702.021,0.253,0.026,72.823,1.111e-7,0.039,3.183e-4,-18.481,385.7
83.397,3608.533,-3696.201,0.253,0.217,72.422,1.111e-7,0.039,3.183e-4,-18.162,386.8
83.897,3602.73,-3690.364,0.259,0.689,71.562,1.111e-7,0.039,3.183e-4,-17.844,387.8
84.397,3596.844,-3684.449,0.249,0.108,72.995,1.111e-7,0.039,3.183e-4,-17.525,388.9
84.897,3590.909,-3678.481,0.253,0.453,71.963,1.111e-7,0.039,3.183e-4,-17.207,389.9
85.397,3584.941,-3672.484,0.249,0.171,72.479,1.111e-7,0.039,3.183e-4,-16.888,391
85.897,3578.921,-3666.43,0.249,0.121,72.594,1.111e-7,0.039,3.183e-4,-16.571,392
86.397,3572.874,-3660.351,0.253,0.614,73.854,1.111e-7,0.039,3.183e-4,-16.253,393.1
86.897,3566.87,-3654.314,0.253,0.679,73.969,1.111e-7,0.039,3.183e-4,-15.936,394.1
87.397,3560.981,-3648.396,0.249,0.574,73.797,1.111e-7,0.039,3.183e-4,-15.619,395.2
87.897,3555.2,-3642.585,0.243,0.161,73.052,1.111e-7,0.039,3.183e-4,-15.304,396.2
88.397,3549.488,-3636.841,0.243,0.039,72.823,1.111e-7,0.039,3.183e-4,-14.987,397.3
88.897,3543.793,-3631.112,0.246,0.472,71.963,1.111e-7,0.039,3.183e-4,-14.67,398.3
89.397,3538.058,-3625.348,0.24,0.315,72.193,1.111e-7,0.039,3.183e-4,-14.355,399.4
89.897,3532.254,-3619.511,0.243,0.42,72.021,1.111e-7,0.039,3.183e-4,-14.04,400.4
90.397,3526.385,-3613.612,0.243,0.623,71.677,1.111e-7,0.039,3.183e-4,-13.725,401.4
90.897,3520.423,-3607.621,0.24,0.522,71.849,1.111e-7,0.039,3.183e-4,-13.41,402.5
91.397,3514.36,-3601.526,0.233,0.233,73.167,1.111e-7,0.039,3.183e-4,-13.097,403.5
91.897,3508.271,-3595.407,0.253,1.145,70.76,1.111e-7,0.039,3.183e-4,-12.782,404.6
92.397,3502.103,-3589.209,0.226,0.22,73.167,1.111e-7,0.039,3.183e-4,-12.469,405.6
92.897,3495.85,-3582.927,0.23,0.174,72.479,1.111e-7,0.039,3.183e-4,-12.156,406.6
93.397,3489.603,-3576.65,0.233,0.42,72.021,1.111e-7,0.039,3.183e-4,-11.843,407.7
93.897,3483.304,-3570.318,0.233,0.377,73.453,1.111e-7,0.039,3.183e-4,-11.529,408.8
94.397,3477.001,-3563.986,0.24,0.643,73.912,1.111e-7,0.039,3.183e-4,-11.218,409.9
94.897,3470.787,-3557.743,0.236,0.371,73.453,1.111e-7,0.039,3.183e-4,-10.905,410.9
95.397,3464.665,-3551.588,0.24,0.61,73.854,1.111e-7,0.039,3.183e-4,-10.593,412
95.897,3458.629,-3545.522,0.24,0.499,73.682,1.111e-7,0.039,3.183e-4,-10.282,413.1
96.397,3452.69,-3539.554,0.236,0.066,72.651,1.111e-7,0.039,3.183e-4,-9.971,414.2
96.897,3446.788,-3533.622,0.236,0.262,72.307,1.111e-7,0.039,3.183e-4,-9.659,415.3
97.397,3440.86,-3527.664,0.236,0.22,73.167,1.111e-7,0.039,3.183e-4,-9.35,416.3
97.897,3434.925,-3521.699,0.24,0.512,73.682,1.111e-7,0.039,3.183e-4,-9.038,417.4
98.397,3429.058,-3515.801,0.233,0.354,73.396,1.111e-7,0.039,3.183e-4,-8.729,418.5
98.897,3423.268,-3509.98,0.233,0.18,73.109,1.111e-7,0.039,3.183e-4,-8.419,419.6
99.397,3417.523,-3504.206,0.233,0.453,73.568,1.111e-7,0.039,3.183e-4,-8.109,420.7
99.897,3411.834,-3498.488,0.233,0.322,72.193,1.111e-7,0.039,3.183e-4,-7.8,421.7
100.397,3406.158,-3492.782,0.23,0.135,72.536,1.111e-7,0.039,3.183e-4,-7.492,422.8
100.897,3400.44,-3487.034,0.23,0.023,72.766,1.111e-7,0.039,3.183e-4,-7.182,423.9
101.397,3394.708,-3481.273,0.236,0.748,74.083,1.111e-7,0.039,3.183e-4,-6.875,425
101.897,3389.042,-3475.577,0.223,0.046,72.88,1.111e-7,0.039,3.183e-4,-6.567,426
102.397,3383.445,-3469.951,0.226,0.348,72.193,1.111e-7,0.039,3.183e-4,-6.259,427.1
102.897,3377.822,-3464.298,0.223,0.171,72.479,1.111e-7,0.039,3.183e-4,-5.951,428.2
103.397,3372.152,-3458.599,0.236,0.883,71.219,1.111e-7,0.039,3.183e-4,-5.643,429.2
103.897,3366.388,-3452.808,0.22,0.427,72.021,1.111e-7,0.039,3.183e-4,-5.337,430.3
104.397,3360.512,-3446.9,0.22,0.22,72.365,1.111e-7,0.039,3.183e-4,-5.03,431.4
104.897,3354.577,-3440.935,0.22,0.259,73.224,1.111e-7,0.039,3.183e-4,-4.724,432.4
105.397,3348.645,-3434.977,0.217,0.171,72.479,1.111e-7,0.039,3.183e-4,-4.418,433.5
105.897,3342.72,-3429.022,0.217,0.24,72.365,1.111e-7,0.039,3.183e-4,-4.112,434.6
106.397,3336.759,-3423.031,0.217,0.404,73.51,1.111e-7,0.039,3.183e-4,-3.807,435.6
106.897,3330.814,-3417.057,0.22,0.512,73.682,1.111e-7,0.039,3.183e-4,-3.501,436.7
107.397,3324.948,-3411.165,0.22,0.164,72.479,1.111e-7,0.039,3.183e-4,-3.197,437.8
107.897,3319.114,-3405.302,0.22,0.121,72.594,1.111e-7,0.039,3.183e-4,-2.891,438.9
108.397,3313.255,-3399.413,0.233,0.781,71.391,1.111e-7,0.039,3.183e-4,-2.587,440.1
108.897,3307.316,-3393.445,0.226,0.63,71.677,1.111e-7,0.039,3.183e-4,-2.283,441.2
109.397,3301.253,-3387.352,0.223,0.479,73.625,1.111e-7,0.039,3.183e-4,-1.979,442.3
109.897,3295.174,-3381.247,0.223,0.594,73.854,1.111e-7,0.039,3.183e-4,-1.676,443.4
110.397,3289.193,-3375.236,0.23,0.866,74.313,1.111e-7,0.039,1.592e-4,-1.372,444.5
110.897,3283.34,-3369.354,0.217,0.026,72.708,1.111e-7,0.039,3.183e-4,-1.07,445.6
111.397,3277.562,-3363.547,0.217,0.164,73.052,1.111e-7,0.039,3.183e-4,-0.767,446.7
111.897,3271.795,-3357.753,0.22,0.528,71.849,1.111e-7,0.039,3.183e-4,-0.465,447.8
112.397,3265.994,-3351.923,0.217,0.033,72.823,1.111e-7,0.039,3.183e-4,-0.162,448.9
112.897,3260.151,-3346.053,0.217,0.374,73.453,1.111e-7,0.039,3.183e-4,0.14,450
113.397,3254.344,-3340.217,0.213,0.2,72.422,1.111e-7,0.039,3.183e-4,0.441,451.1
113.897,3248.55,-3334.396,0.217,0.305,72.25,1.111e-7,0.039,3.183e-4,0.743,452.2
114.397,3242.713,-3328.53,0.22,0.696,71.562,1.111e-7,0.039,3.183e-4,1.044,453.3
