# Time (s),Position East of launch (ft),Position North of launch (ft),Vertical acceleration (ft/s²),Lateral acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
0,0,0,0,0,86.001,0,0,0,96.465,913.9
0.009,0,0,0,0,86.001,0,0,0,96.465,913.9
0.019,1.579e-4,-1.579e-4,161.319,13.396,83.537,0,0,0,96.465,913.9
0.029,0.001,-0.001,353.005,26.795,74.656,0,0,0,96.463,913.9
0.039,0.003,-0.003,545.02,38.11,60.848,0,0,0,96.463,913.9
0.044,0.007,-0.007,641.017,44.823,53.228,0,0,0,96.463,913.9
0.051,0.013,-0.013,627.359,43.868,43.602,0,0,0,96.463,913.9
0.063,0.023,-0.023,606.378,42.402,33.747,0,0,0,96.463,913.9
0.073,0.036,-0.036,617.267,43.163,27.96,0,0,0,96.463,913.9
0.078,0.043,-0.043,622.717,43.543,25.726,0,0,0,96.463,913.9
0.086,0.056,-0.056,610.42,42.684,22.918,0,0,0,96.462,913.9
0.094,0.072,-0.072,596.467,41.709,20.397,0,0,0,96.462,913.9
0.104,0.095,-0.095,606.709,42.425,18.048,0,0,0,96.462,913.9
0.109,0.108,-0.108,611.837,42.785,17.017,0,0,0,96.46,913.9
0.117,0.128,-0.128,602.224,42.113,15.699,0,0,0,96.46,913.9
0.125,0.154,-0.154,591.316,41.348,14.381,0,0,0,96.458,913.9
0.135,0.184,-0.184,593.602,41.509,13.121,0,0,0,96.458,913.9
0.147,0.226,-0.226,596.355,41.703,11.86,0,0,0,96.456,913.9
0.157,0.266,-0.266,595.633,41.65,10.943,0,0,0,96.454,913.9
0.167,0.305,-0.305,594.908,41.601,10.084,0,0,0,96.453,913.9
0.177,0.351,-0.351,594.18,41.549,9.339,0,0,0,96.451,913.9
0.187,0.397,-0.397,593.448,41.499,8.652,0,0,0,96.449,913.8
0.194,0.433,-0.433,592.936,41.463,8.251,0,0,0,96.447,913.8
0.204,0.482,-0.482,595.154,41.617,7.678,0,0,0,96.445,913.8
0.214,0.538,-0.538,597.375,41.772,7.219,0,0,0,96.444,913.8
0.224,0.597,-0.597,599.6,41.929,6.818,0,0,0,96.442,913.8
0.234,0.656,-0.656,601.804,42.372,6.417,0,0,0,96.44,913.8
0.249,0.755,-0.755,605.151,42.549,5.901,0,4.775e-4,-2.769e-8,96.436,913.8
0.272,0.912,-0.912,610.174,42.897,5.214,0,0.001,-6.275e-8,96.429,913.7
0.305,1.178,-1.178,617.717,43.57,4.412,0,0.003,-3.493e-7,96.42,913.7
0.35,1.585,-1.585,627.736,44.587,3.953,0,0.005,-5.901e-7,96.404,913.6
0.4,2.113,-2.113,648.94,47.707,2.922,0,0.008,-1.528e-6,96.384,913.4
0.428,2.448,-2.448,660.86,49.564,2.636,0,0.01,-2.217e-6,96.372,913.4
0.47,2.999,-2.999,669.144,52.129,2.349,0,0.013,-2.478e-6,96.352,913.2
0.52,3.74,-3.74,678.953,56.158,1.948,0,0.017,-4.638e-6,96.323,913.1
0.563,4.455,-4.455,687.326,60.597,1.604,0,0.021,-5.566e-6,96.298,912.9
0.613,5.39,-5.39,694.544,66.713,1.203,0,0.025,-1.189e-5,96.264,912.7
0.663,6.44,-6.444,701.532,74.793,0.573,0,0.028,-3.767e-5,96.228,912.5
0.694,7.159,-7.162,705.725,80.764,0.029,0,0.028,-9.549e-4,96.202,912.3
0.74,8.337,-8.343,710.456,88.93,0.401,0,-0.028,-7.565e-5,96.163,912.1
0.79,9.76,-9.764,715.453,97.575,0.802,0,-0.024,-4.181e-5,96.118,911.8
0.84,11.352,-11.358,720.459,105.351,1.089,0,-0.018,-3.083e-5,96.069,911.5
0.891,13.13,-13.14,725.719,110.787,1.203,0,-0.009,-2.375e-5,96.017,911.2
0.941,15.105,-15.115,731.457,112.513,1.031,0,0.001,-2.532e-5,95.961,910.9
0.988,17.165,-17.175,737.365,110.666,0.745,0,0.01,-2.51e-5,95.905,910.5
1.038,19.521,-19.534,741.68,105.469,0.401,0,0.017,-3.267e-5,95.842,910.1
1.088,22.064,-22.08,746.076,98.494,8.697e-4,0,0.018,-0.006,95.778,909.7
1.138,24.78,-24.8,750.292,91.453,0.286,0,-0.017,6.828e-7,95.707,909.3
1.188,27.661,-27.684,754.111,86.033,0.516,0,-0.009,7.273e-6,95.635,908.8
1.238,30.692,-30.719,757.3,84.521,0.516,0,6.366e-4,7.975e-6,95.558,908.4
1.266,32.454,-32.484,758.76,85.804,0.401,0,0.006,7.039e-6,95.513,908.1
1.308,35.187,-35.223,761.909,90.456,0.229,0,0.013,1.631e-5,95.445,907.7
1.358,38.589,-38.629,765.049,98.389,0.01,0,-0.016,-2.238e-5,95.36,907.2
1.408,42.169,-42.211,767.559,107.365,0.286,0,-0.011,-1.208e-5,95.227,906.4
1.458,45.932,-45.981,770.236,109.911,0.286,-5.987e-9,-0.001,-1.389e-5,94.982,904.9
1.491,48.524,-48.576,771.906,108.514,0.229,-5.449e-9,0.005,-1.923e-5,94.815,903.9
1.541,52.562,-52.625,768.96,103.284,0.057,-9.492e-9,0.011,-1.693e-5,94.555,902.3
1.581,56.004,-56.073,767.159,97.201,0.057,-9.63e-9,-0.011,7.086e-6,94.336,901
1.631,60.404,-60.482,758.182,89.17,0.229,-8.413e-9,-0.003,4.445e-6,94.057,899.4
1.641,61.302,-61.381,756.273,88.173,0.286,-8.558e-9,-6.366e-4,5.488e-6,94.001,899
1.656,62.664,-62.746,754.767,88.022,0.286,-9.207e-9,0.004,6.334e-6,93.915,898.5
1.679,64.731,-64.816,752.028,90.397,0.172,-8.212e-9,0.009,4.09e-6,93.783,897.7
1.684,65.243,-65.328,751.312,91.253,0.172,-8.212e-9,0.011,4.99e-6,93.751,897.5
1.692,66.01,-66.099,746.398,92.224,0.115,-8.243e-9,0.012,4.962e-6,93.702,897.3
1.705,67.175,-67.264,738.99,93.73,0.057,-8.217e-9,0.013,-5.758e-6,93.628,896.8
1.716,68.251,-68.343,732.172,94.951,0.021,-8.206e-9,0.014,-3.67e-5,93.56,896.4
1.733,69.882,-69.977,728.56,97.677,0.045,-8.196e-9,-0.013,-3.154e-5,93.457,895.8
1.759,72.369,-72.47,723.36,101.224,0.115,-7.405e-9,-0.011,-1.388e-5,93.301,894.9
1.784,74.875,-74.984,718.415,103.074,0.172,-6.037e-9,-0.006,-1.309e-5,93.144,893.9
1.822,78.724,-78.839,706.437,100.735,0.115,-5.069e-9,0.003,-1.359e-5,92.905,892.5
1.872,83.94,-84.065,691.588,93.215,0.009,-1.034e-8,0.007,7.834e-5,92.581,890.6
1.922,89.321,-89.459,676.719,85.696,0.115,0,-0.004,1.186e-5,92.25,888.6
1.938,91.073,-91.217,671.88,83.819,0.115,0,-0.001,8.637e-6,92.142,887.9
1.962,93.73,-93.881,665.699,83.858,0.115,0,0.004,5.612e-6,91.978,887
1.998,97.779,-97.94,655.928,88.094,0.007,0,-0.007,-1.592e-4,91.728,885.5
2.048,103.543,-103.717,642.667,90.942,0.115,0,-0.002,-3.514e-5,91.375,883.4
2.098,109.469,-109.659,630.128,87.287,0.048,-7.133e-9,0.004,-4.954e-5,91.013,881.2
2.138,114.324,-114.528,620.272,81.955,0.026,-8.469e-9,-0.005,-4.194e-5,90.718,879.5
2.188,120.518,-120.735,613.78,77.287,0.115,-1.837e-8,6.366e-4,4.639e-6,90.343,877.2
2.238,126.847,-127.083,606.145,81.079,0.011,-1.792e-8,0.006,-1.381e-4,89.96,874.9
2.288,133.32,-133.573,598.622,83.038,0.029,-1.978e-8,-0.004,-3.259e-5,89.569,872.6
2.338,139.938,-140.213,591.188,83.921,0.057,-1.724e-8,-0.001,-4.475e-6,89.17,870.2
2.388,146.706,-146.998,584.275,81.778,0.033,-1.25e-8,0.002,2.209e-6,88.765,867.8
2.438,153.615,-153.93,577.589,77.395,0.034,-1.41e-8,-0.002,1.008e-5,88.351,865.3
2.488,160.663,-160.997,570.673,74.229,0.057,-1.62e-8,0.002,-1.198e-5,87.931,862.8
2.491,161.089,-161.424,570.24,74.167,0.057,-1.62e-8,0.002,-1.424e-5,87.906,862.7
2.496,161.729,-162.07,569.259,74.068,0.057,-1.622e-8,0.003,-1.324e-5,87.867,862.4
2.502,162.694,-163.035,567.762,74.144,0.057,-1.62e-8,0.003,-1.169e-5,87.809,862.1
2.512,164.144,-164.491,565.446,74.833,0.057,-1.62e-8,0.004,-6.565e-6,87.723,861.6
2.528,166.329,-166.683,561.932,76.106,0.027,-1.638e-8,0.005,-3.013e-5,87.593,860.8
2.55,169.633,-169.997,556.624,78.159,0.024,-1.639e-8,-0.005,-8.192e-5,87.397,859.6
2.585,174.639,-175.02,548.858,79.472,0.057,-1.827e-8,-0.003,-3.764e-5,87.1,857.9
2.6,176.929,-177.316,545.4,79.505,0.057,-1.808e-8,-0.002,-2.211e-5,86.963,857.1
2.623,180.39,-180.787,525.636,77.382,0.057,-1.789e-8,3.183e-4,-2.508e-5,86.758,855.9
2.658,185.636,-186.053,496.211,72.238,0.057,-1.633e-8,0.004,-4.98e-5,86.448,854.1
2.708,193.268,-193.711,454.222,62.333,0.022,-1.628e-8,-0.005,-2.028e-5,85.998,851.5
2.758,201.014,-201.483,411.995,53.537,0.057,-1.67e-8,-0.001,3.17e-5,85.541,848.9
2.808,208.852,-209.35,369.121,49.508,0.052,-5.755e-9,0.003,-5.411e-6,85.08,846.3
2.858,216.778,-217.303,325.83,47.927,0.024,-7.356e-9,-0.004,-9.369e-5,84.614,843.6
2.908,224.79,-225.344,282.651,44.705,0.057,-8.392e-9,-9.549e-4,-1.204e-5,84.144,840.9
2.919,226.552,-227.113,273.255,43.57,0.057,-8.335e-9,-3.891e-6,-1.421e-5,84.042,840.3
2.935,229.203,-229.774,270.499,43.012,0.057,-7.953e-9,0.001,-3.686e-5,83.885,839.4
2.96,233.192,-233.78,266.453,41.486,0.049,-8.193e-9,0.003,-2.739e-5,83.653,838.1
2.997,239.213,-239.82,260.512,38.235,0.003,-9.037e-9,0.004,-1.592e-4,83.3,836.1
3.022,243.327,-243.95,256.496,35.804,0.032,-9.234e-9,-0.004,-5.126e-6,83.061,834.7
3.06,249.528,-250.177,234.954,31.125,0.057,-9.003e-9,-0.001,-1.662e-5,82.699,832.6
3.11,257.812,-258.494,205.984,27.822,0.057,-1.057e-8,0.002,-1.056e-5,82.215,829.9
3.138,262.533,-263.232,189.426,26.988,0.034,-9.672e-9,0.004,-3.123e-5,81.939,828.3
3.181,269.639,-270.367,166.975,26.122,0.004,-9.497e-9,-0.004,-4.775e-4,81.525,825.9
3.231,278.038,-278.802,140.551,25.636,0.057,-1.234e-8,-0.003,-7.495e-5,81.037,823.1
3.281,286.483,-287.28,114.442,23.182,0.057,-2.475e-8,0.001,-2.462e-5,80.546,820.3
3.3,289.783,-290.594,104.423,21.24,0.057,-2.51e-8,0.003,-1.762e-5,80.355,819.2
3.329,294.741,-295.574,80.676,15.965,0.027,-2.427e-8,0.004,-2.589e-5,80.067,817.6
3.373,302.198,-303.061,45.2,7.365,0.051,-2.236e-8,-0.004,8.707e-6,79.635,815.1
3.388,304.751,-305.623,33.054,4.629,0.057,-2.242e-8,-0.003,2.569e-6,79.488,814.3
3.41,308.579,-309.472,23.202,2.549,0.115,-2.27e-8,-9.549e-4,2.114e-5,79.264,813
3.441,313.783,-314.698,9.633,1.486,0.057,-2.384e-8,0.002,4.779e-5,78.964,811.3
3.487,321.591,-322.539,5.512,3.832,0.019,-2.185e-8,0.004,8.736e-5,78.512,808.7
3.537,330.121,-331.112,0.948,6.9,0.056,-1.988e-8,-0.003,5.508e-6,78.017,806
3.544,331.355,-332.349,0.305,7.201,0.057,-1.988e-8,-0.003,3.207e-8,77.947,805.6
3.555,333.202,-334.206,-2.293,7.175,0.057,-1.975e-8,-0.002,-4.31e-6,77.839,805
3.571,335.978,-336.991,-6.125,6.598,0.057,-1.956e-8,-7.958e-4,5.562e-6,77.679,804.2
3.595,340.141,-341.175,-11.781,5.151,0.054,-1.916e-8,7.958e-4,2.107e-5,77.439,802.8
3.609,342.464,-343.51,-14.921,4.249,0.044,-1.902e-8,0.001,3.727e-5,77.304,802.1
3.629,345.951,-347.014,-30.722,1.309,0.027,-1.934e-8,0.002,5.489e-5,77.103,801
3.66,351.184,-352.274,-54.327,3.435,0.007,-1.908e-8,-0.003,3.183e-4,76.8,799.3
3.688,355.978,-357.09,-75.912,7.746,0.037,-1.9e-8,-0.002,7.162e-5,76.525,797.8
3.73,363.159,-364.304,-85.03,10,0.057,-1.706e-8,3.183e-4,1.123e-4,76.111,795.5
3.778,371.335,-372.523,-95.669,10.39,0.038,-2.416e-8,0.003,1.504e-4,75.639,793
3.819,378.314,-379.534,-104.541,9.088,0.014,-2.309e-8,-0.004,3.183e-4,75.236,790.7
3.853,384.091,-385.341,-116.125,8.57,0.057,-2.18e-8,-0.002,9.586e-5,74.903,788.9
3.897,391.555,-392.844,-141.788,12.326,0.052,-2.332e-8,6.366e-4,9.946e-5,74.475,786.6
3.947,400.016,-401.348,-160.735,18.409,0.024,-2.016e-8,-0.001,1.491e-4,73.987,783.9
3.981,405.755,-407.113,-173.72,21.316,0.05,-1.923e-8,2.072e-5,1.262e-4,73.657,782.1
3.997,408.448,-409.823,-175.915,21.798,0.054,-1.931e-8,9.549e-4,1.267e-4,73.503,781.2
4.021,412.48,-413.875,-175.295,21.289,0.044,-1.838e-8,0.002,1.577e-4,73.27,780
4.057,418.514,-419.941,-174.485,19.672,0.01,-1.787e-8,0.003,6.366e-4,72.925,778
4.107,426.864,-428.337,-173.438,16.909,0.049,-1.459e-8,-0.002,1.324e-4,72.444,775.4
4.157,435.18,-436.699,-171.998,17.329,0.037,-5.395e-9,6.366e-4,1.036e-4,71.967,772.8
4.207,443.468,-445.033,-170.213,20.604,0.04,-5.989e-9,-3.183e-4,-2.26e-5,71.492,770.2
4.257,451.719,-453.33,-169.012,19.357,0.016,0,0.001,-1.15e-4,71.019,767.6
4.307,459.938,-461.594,-167.822,18.251,0.006,0,-0.002,-3.183e-4,70.547,765
4.357,468.123,-469.826,-166.69,16.9,0.034,0,-4.775e-4,-8.279e-5,70.077,762.5
4.407,476.276,-478.028,-165.4,16.811,0.031,0,0.002,-4.168e-5,69.611,760.1
4.457,484.403,-486.201,-163.957,17.989,0.001,0,-0.002,-1.592e-4,69.147,757.6
4.507,492.493,-494.341,-162.602,18.599,0.021,0,-0.002,5.165e-5,68.682,755.2
4.557,500.554,-502.448,-161.161,20.151,0.057,-5.26e-9,6.366e-4,3.61e-5,68.221,752.8
4.607,508.576,-510.522,-160.112,18.816,0.033,0,0.004,1.449e-5,67.764,750.3
4.657,516.568,-518.56,-159.157,16.946,0.011,0,-0.004,-1.326e-4,67.307,747.9
4.707,524.528,-526.572,-158.192,15.246,0.05,0,-0.002,-4.517e-5,66.852,745.5
4.757,532.461,-534.554,-157.208,13.632,0.057,-6.04e-9,0.002,-3.575e-5,66.4,743.2
4.807,540.371,-542.513,-155.643,16.434,0.012,-7.891e-9,0.005,2.293e-5,65.948,740.8
4.857,548.248,-550.443,-154.088,19.324,0.057,-7.815e-9,-0.003,1.79e-5,65.5,738.4
4.907,556.093,-558.337,-152.707,21.027,0.115,-8.254e-9,0.002,-2.028e-5,65.053,736.1
4.957,563.901,-566.198,-151.978,17.825,0.033,0,0.007,-3.619e-5,64.607,733.7
5.007,571.68,-574.026,-151.417,13.586,0.057,0,-0.005,-3.532e-5,64.164,731.4
5.057,579.429,-581.831,-150.476,12.27,0.115,-7.458e-9,3.183e-4,-1.67e-5,63.723,729.1
5.107,587.159,-589.613,-148.98,15.026,0.03,-5.65e-9,0.004,-6.282e-5,63.284,726.8
5.157,594.862,-597.369,-147.615,16.801,0.022,-6.056e-9,-0.004,3.856e-5,62.847,724.5
5.207,602.536,-605.095,-146.286,18.547,0.057,0,-0.002,1.481e-5,62.411,722.2
5.257,610.177,-612.789,-145.23,18.517,0.057,-5.539e-9,0.003,4.345e-5,61.977,720
5.307,617.785,-620.449,-144.692,14.665,0.023,-8.89e-9,-0.005,-1.792e-5,61.545,717.8
5.357,625.367,-628.087,-144.016,12.005,0.115,-7.619e-9,-0.001,-2.375e-5,61.115,715.6
5.407,632.927,-635.702,-142.831,13.117,0.057,-6.396e-9,0.004,-1.988e-5,60.687,713.4
5.457,640.463,-643.294,-141.427,15.909,0.022,0,-0.005,1.49e-6,60.262,711.3
5.507,647.969,-650.856,-140.075,18.563,0.115,0,-7.958e-4,-1.969e-5,59.837,709.2
5.557,655.446,-658.386,-139.147,18.192,0.115,5.107e-9,0.005,-3.992e-6,59.414,707
5.607,662.89,-665.886,-138.661,14.593,0.007,5.559e-9,-0.008,3.183e-4,58.993,704.9
5.657,670.305,-673.36,-138.189,11.109,0.115,1.165e-8,-0.004,3.049e-5,58.573,702.8
5.707,677.703,-680.814,-137.392,9.859,0.115,3.532e-8,0.003,9.586e-6,58.156,700.7
5.757,685.082,-688.251,-135.899,13.648,0.022,4.598e-8,0.008,1.592e-4,57.74,698.6
5.807,692.438,-695.663,-134.288,18.648,0.115,4.203e-8,-0.005,4.574e-5,57.324,696.5
5.857,699.76,-703.045,-133.412,18.202,0.115,4.678e-8,0.003,1.583e-5,56.912,694.4
5.907,707.051,-710.39,-133.048,14.032,5.613e-4,4.894e-8,0.006,0.001,56.502,692.3
5.957,714.318,-717.717,-132.628,10.518,0.115,5.295e-8,-0.003,-3.608e-5,56.093,690.3
6.007,721.562,-725.02,-131.621,11.355,0.057,4.565e-8,0.002,-2.69e-5,55.684,688.2
6.057,728.789,-732.306,-130.515,12.815,0.023,4.6e-8,0.005,1.592e-4,55.279,686.2
6.107,735.991,-739.567,-129.177,16.243,0.057,4.227e-8,-0.004,5.534e-5,54.874,684.1
6.157,743.166,-746.801,-128.163,17.415,0.115,5.149e-8,0.003,2.776e-5,54.471,682.1
6.207,750.308,-754.006,-127.694,14.577,0.033,4.455e-8,0.008,1.592e-4,54.072,680.1
6.257,757.428,-761.181,-127.388,10.823,0.057,4.588e-8,-0.006,9.767e-5,53.672,678.2
6.307,764.524,-768.343,-126.811,9.091,0.115,4.94e-8,9.25e-5,6.494e-5,53.274,676.2
6.357,771.608,-775.486,-125.755,10.623,0.057,4.759e-8,0.007,1.274e-4,52.878,674.3
6.407,778.668,-782.608,-124.222,15.886,0.057,5.298e-8,-0.006,9.409e-5,52.482,672.4
6.457,785.705,-789.705,-123.369,16.158,0.115,5.93e-8,-2.707e-5,5.419e-5,52.09,670.5
6.507,792.71,-796.772,-122.769,14.78,0.057,6.248e-8,0.005,4.191e-5,51.699,668.6
6.557,799.692,-803.816,-122.382,11.975,0.021,6.33e-8,-0.006,1.592e-4,51.309,666.7
6.607,806.65,-810.837,-121.86,10.272,0.057,6.521e-8,-0.003,4.8e-5,50.92,664.9
6.657,813.589,-817.838,-121.142,9.905,0.057,6.347e-8,0.002,5.948e-5,50.533,663
6.707,820.512,-824.823,-120.056,11.939,0.015,6.045e-8,0.005,3.183e-4,50.148,661.1
6.757,827.411,-831.788,-118.907,14.56,0.057,6.522e-8,-0.004,8.652e-5,49.764,659.3
6.807,834.288,-838.727,-118.012,15.489,0.115,6.807e-8,0.002,7.846e-5,49.381,657.4
6.857,841.135,-845.636,-117.559,13.281,0.032,6.587e-8,0.007,1.592e-4,49.001,655.6
6.907,847.959,-852.526,-117.343,9.475,0.057,6.79e-8,-0.005,7.85e-5,48.621,653.8
6.957,854.767,-859.4,-116.742,8.458,0.115,6.807e-8,0.001,6.788e-5,48.243,652
7.007,861.562,-866.257,-115.597,11.257,0.019,6.567e-8,0.006,4.775e-4,47.867,650.1
7.057,868.33,-873.091,-114.334,15.115,0.115,6.492e-8,-0.003,1.042e-4,47.491,648.3
7.107,875.075,-879.902,-113.635,14.977,0.115,6.938e-8,0.004,8.773e-5,47.118,646.5
7.157,881.795,-886.686,-113.317,12.195,0.014,7.802e-8,0.008,6.366e-4,46.746,644.7
7.207,888.494,-893.451,-113.287,7.454,0.115,7.838e-8,-0.004,5.212e-5,46.375,642.9
7.257,895.177,-900.2,-112.621,7.113,0.115,7.423e-8,0.006,7.803e-5,46.006,641.2
7.307,901.847,-906.939,-111.207,12.11,0.022,8.056e-8,-0.009,4.775e-4,45.639,639.4
7.357,908.497,-913.652,-110.013,15.889,0.115,8.257e-8,-0.003,9.035e-5,45.271,637.7
7.407,915.118,-920.341,-109.524,14.557,0.115,8.566e-8,0.006,8.259e-5,44.906,636
7.457,921.716,-927.005,-109.537,9.698,0.041,9.061e-8,-0.008,1.296e-4,44.542,634.4
7.507,928.294,-933.652,-109.252,7.201,0.115,9.966e-8,-0.002,1.833e-5,44.181,632.7
7.557,934.859,-940.282,-108.501,7.831,0.115,1.018e-7,0.006,-1.18e-5,43.819,631
7.607,941.411,-946.903,-107.178,12.671,0.057,9.686e-8,-0.007,1.733e-5,43.461,629.4
7.657,947.936,-953.497,-106.237,14.948,0.115,9.175e-8,-7.184e-5,6.624e-6,43.102,627.7
7.707,954.439,-960.069,-105.81,13.543,0.115,9.944e-8,0.008,1.943e-5,42.744,626.1
7.757,960.919,-966.617,-105.879,8.734,0.057,1.002e-7,-0.009,-1.95e-5,42.39,624.4
7.807,967.382,-973.15,-105.738,5.568,0.172,1.02e-7,-0.001,-2.383e-5,42.035,622.8
7.857,973.835,-979.672,-104.823,7.628,0.115,1.026e-7,0.008,4.919e-6,41.682,621.2
7.907,980.272,-986.178,-103.383,13.602,0.115,1.025e-7,-0.007,3.189e-5,41.329,619.5
7.957,986.686,-992.661,-102.474,15.981,0.172,1.121e-7,0.003,3.154e-5,40.98,617.9
8.007,993.074,-999.117,-102.451,11.988,0.053,1.108e-7,0.011,7.331e-5,40.631,616.3
8.057,999.439,-1005.554,-102.713,6.306,0.115,1.051e-7,-0.009,4.55e-6,40.284,614.7
8.107,1005.794,-1011.978,-102.402,4.58,0.172,1.098e-7,0.003,2.166e-5,39.936,613.1
8.157,1012.139,-1018.396,-101.122,9.416,0.023,1.222e-7,0.01,3.183e-4,39.592,611.5
8.207,1018.468,-1024.793,-99.931,13.829,0.115,1.292e-7,-0.006,5.886e-5,39.247,609.9
8.257,1024.77,-1031.168,-99.098,16.01,0.172,1.301e-7,0.005,6.853e-5,38.905,608.3
8.307,1031.047,-1037.516,-99.334,10.476,0.017,1.256e-7,0.013,4.775e-4,38.563,606.8
8.357,1037.306,-1043.848,-99.715,4.321,0.172,1.309e-7,-0.007,3.164e-5,38.223,605.2
8.407,1043.556,-1050.171,-99.173,4.337,0.172,1.307e-7,0.006,1.521e-5,37.884,603.6
8.457,1049.797,-1056.483,-97.736,10.41,0.022,1.365e-7,-0.012,1.592e-4,37.548,602.1
8.507,1056.017,-1062.776,-96.644,14.459,0.172,1.407e-7,-0.005,3.987e-5,37.211,600.6
8.557,1062.215,-1069.049,-96.348,12.864,0.115,1.318e-7,0.005,5.427e-5,36.876,599.1
8.607,1068.392,-1075.295,-96.309,9.606,0.005,1.271e-7,0.008,7.958e-4,36.541,597.6
8.657,1074.547,-1081.526,-96.175,7.218,0.057,1.285e-7,-0.006,1.184e-5,36.208,596.2
8.707,1080.692,-1087.746,-95.935,5.466,0.115,1.249e-7,0.001,2.916e-6,35.877,594.7
8.757,1086.827,-1093.953,-95.161,7.208,0.057,1.197e-7,0.009,-2.276e-5,35.546,593.2
8.807,1092.949,-1100.148,-93.999,11.831,0.115,1.174e-7,-0.008,1.741e-5,35.218,591.8
8.857,1099.052,-1106.322,-93.32,13.186,0.115,1.233e-7,3.183e-4,8.497e-6,34.889,590.3
8.907,1105.128,-1112.474,-93.12,11.217,0.057,1.142e-7,0.008,-1.684e-5,34.563,588.9
8.957,1111.188,-1118.609,-93.258,6.955,0.057,1.138e-7,-0.008,-5.547e-5,34.237,587.5
9.007,1117.231,-1124.728,-93.058,5.079,0.115,1.15e-7,-6.366e-4,-4.485e-5,33.913,586
9.057,1123.268,-1130.84,-92.287,6.995,0.057,1.211e-7,0.006,-7.577e-5,33.589,584.6
9.107,1129.291,-1136.939,-91.217,11.079,0.057,1.218e-7,-0.006,-1.282e-5,33.267,583.2
9.157,1135.295,-1143.015,-90.472,13.028,0.172,1.145e-7,0.002,-5.443e-6,32.947,581.8
9.207,1141.276,-1149.075,-90.528,9.327,0.022,1.133e-7,0.008,-1.159e-4,32.626,580.4
9.257,1147.241,-1155.115,-90.472,6.578,0.057,1.133e-7,-0.006,-7.227e-5,32.308,579
9.307,1153.192,-1161.145,-90.328,4.373,0.172,1.062e-7,0.002,-4.015e-5,31.991,577.6
9.357,1159.137,-1167.165,-89.472,6.939,0.057,1.102e-7,0.009,-9.132e-5,31.674,576.2
9.407,1165.069,-1173.173,-88.383,11.273,0.115,1.1e-7,-0.007,-1.899e-5,31.359,574.8
9.457,1170.981,-1179.16,-87.854,11.755,0.115,1.119e-7,4.775e-4,-1.203e-5,31.044,573.4
9.507,1176.873,-1185.131,-87.625,10.2,0.057,1.08e-7,0.007,-5.12e-5,30.731,572
9.557,1182.746,-1191.079,-87.644,7.005,0.048,1.061e-7,-0.008,-1.334e-4,30.42,570.6
9.607,1188.606,-1197.021,-87.598,4.318,0.172,1.098e-7,-0.001,-5.098e-5,30.108,569.2
9.657,1194.459,-1202.949,-86.864,6.253,0.057,1.123e-7,0.005,-6.977e-5,29.799,567.9
9.707,1200.302,-1208.868,-86.056,8.691,0.025,1.126e-7,-0.007,-1.592e-4,29.489,566.5
9.757,1206.129,-1214.774,-85.272,11.119,0.115,1.109e-7,-0.003,-3.355e-5,29.183,565.2
9.807,1211.932,-1220.656,-84.78,11.601,0.172,1.026e-7,0.006,-2.449e-5,28.875,563.9
9.857,1217.72,-1226.522,-84.843,8.232,0.012,1.055e-7,0.01,-4.775e-4,28.569,562.6
9.907,1223.491,-1232.372,-84.8,5.804,0.115,1.027e-7,-0.008,-8.631e-5,28.265,561.3
9.957,1229.252,-1238.212,-84.6,4.386,0.172,9.866e-8,-9.549e-4,-5.075e-5,27.963,560
10.007,1235.007,-1244.045,-83.822,6.801,0.046,9.815e-8,0.004,-6.556e-5,27.66,558.8
10.057,1240.745,-1249.865,-83.123,8.619,0.033,9.729e-8,-0.005,-4.749e-5,27.36,557.5
10.107,1246.47,-1255.669,-82.52,9.862,0.115,9.893e-8,-0.001,3.051e-7,27.059,556.2
10.157,1252.178,-1261.457,-82.241,8.894,0.051,1.022e-7,0.003,-8.252e-6,26.76,555
10.207,1257.871,-1267.231,-82.172,6.526,0.046,1.028e-7,-0.003,-3.086e-5,26.461,553.7
10.257,1263.553,-1272.992,-81.788,6.401,0.05,1.017e-7,-3.183e-4,-3.941e-5,26.164,552.5
10.307,1269.222,-1278.74,-81.388,6.329,0.05,1.023e-7,0.003,-5.321e-5,25.867,551.2
10.357,1274.879,-1284.478,-80.571,8.898,0.057,1.038e-7,-0.002,1.631e-5,25.574,550
10.407,1280.522,-1290.203,-80.141,8.77,0.057,1.052e-7,7.958e-4,-1.986e-6,25.279,548.7
10.457,1286.148,-1295.909,-79.564,9.865,0.115,1.046e-7,0.006,-2.839e-5,24.985,547.5
10.507,1291.759,-1301.601,-79.642,6.434,0.04,1.049e-7,-0.007,-1.312e-4,24.694,546.3
10.557,1297.356,-1307.28,-79.482,4.754,0.115,1.037e-7,-0.004,-5.338e-5,24.404,545.1
10.607,1302.943,-1312.949,-79.124,4.275,0.115,1.056e-7,0.003,-5.682e-5,24.112,543.8
10.657,1308.524,-1318.612,-78.264,7.054,0.006,1.021e-7,0.007,-6.366e-4,23.824,542.6
10.707,1314.094,-1324.262,-77.402,10.007,0.115,1.019e-7,-0.004,3.511e-6,23.536,541.4
